id,text,labels
IAM-01.1,"Are identity and access management policies and procedures established, documented, approved, communicated, implemented, applied, evaluated, and maintained?","Identity access management, IAM policies, IAM procedures, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy application, Policy evaluation, Policy maintenance"
IAM-01.2,Are identity and access management policies and procedures reviewed and updated at least annually?,"IAM policies, Access management procedures, Annual review, Policy updates"
IAM-02.1,"Are strong password policies and procedures established, documented, approved, communicated, implemented, applied, evaluated, and maintained?","Strong passwords, Password policies, Password procedures, Documentation, Approval, Communication, Implementation, Evaluation, Maintenance"
IAM-02.2,Are strong password policies and procedures reviewed and updated at least annually?,"Strong password policies, Password procedures, Annual review, Policy updates"
IAM-03.1,"Is system identity information and levels of access managed, stored, and reviewed?","System identity information, Access levels, Access management, Identity storage, Access review"
IAM-04.1,Is the separation of duties principle employed when implementing information system access?,"Separation of duties, Access implementation, Information system access"
IAM-05.1,Is the least privilege principle employed when implementing information system access?,"Least privilege, Access implementation, Information system access"
IAM-06.1,"Is a user access provisioning process defined and implemented which authorizes, records, and communicates data and assets access changes?","User access provisioning, Provisioning process, Access authorization, Access change recording, Access change communication, Data access, Asset access"
IAM-07.1,"Is a process in place to de- provision or modify the access, in a timely manner, of movers / leavers or system identity changes, to effectively adopt and communicate identity and access management policies?","Access deprovisioning, Access modification, Timely access removal, Movers leavers, Identity changes, IAM process, IAM policies, Policy communication"
IAM-08.1,Are reviews and revalidation of user access for least privilege and separation of duties completed with a frequency commensurate with organizational risk tolerance?,"Access reviews, Access revalidation, Least privilege, Separation of duties, Review frequency, Risk tolerance"
IAM-09.1,"Are processes, procedures, and technical measures for the segregation of privileged access roles defined, implemented, and evaluated such that administrative data access, encryption, key management capabilities, and logging capabilities are distinct and separate?","Privileged access, Role segregation, Administrative access, Encryption access, Key management, Logging capabilities, Processes and procedures, Technical measures, Control evaluation"
IAM-10.1,Is an access process defined and implemented to ensure privileged access roles and rights are granted for a limited period?,"Access process, Privileged access, Role-based access, Access rights, Time-limited access, Access provisioning"
IAM-10.2,Are procedures implemented to prevent the culmination of segregated privileged access?,"Access procedures, Privileged access, Segregation of duties"
IAM-11.1,"Are processes and procedures for customers to participate, where applicable, in granting access for agreed, high risk as (defined by the organizational risk assessment) privileged access roles defined, implemented and evaluated?","Customer participation, Access granting, Privileged access roles, High-risk access, Risk assessment, Processes and procedures, Access governance, Control evaluation"
IAM-12.1,"Are processes, procedures, and technical measures to ensure the logging infrastructure is ""read-only"" for all with write access (including privileged access roles) defined, implemented, and evaluated?","Logging infrastructure, Read-only access, Write access, Privileged access roles, Processes and procedures, Technical measures, Control evaluation"
IAM-12.2,"Is the ability to disable the ""read-only"" configuration of logging infrastructure controlled through a procedure that ensures the segregation of duties and break glass procedures?","Logging infrastructure, Read-only configuration, Disable capability, Access control procedure, Segregation of duties, Break glass procedure"
IAM-13.1,"Are processes, procedures, and technical measures that ensure users are identifiable through unique identification (or can associate individuals with user identification usage) defined, implemented, and evaluated?","User identification, Unique identification, User identifiability, User account association, Processes and procedures, Technical measures, Control implementation, Control evaluation"
IAM-14.1,"Are processes, procedures, and technical measures for authenticating access to systems, application, and data assets including multifactor authentication for a least-privileged user and sensitive data access defined, implemented, and evaluated?","access authentication, processes and procedures, technical measures, multifactor authentication, least privilege, sensitive data access, systems access, application access, data assets, control evaluation, control implementation"
IAM-14.2,Are digital certificates or alternatives that achieve an equivalent security level for system identities adopted?,"Digital certificates, System identities, Equivalent security level"
IAM-15.1,"Are processes, procedures, and technical measures for the secure management of passwords defined, implemented, and evaluated?","Password management, Processes and procedures, Technical measures, Secure management, Defined implementation, Evaluation"
IAM-16.1,"Are processes, procedures, and technical measures to verify access to data and system functions authorized, defined, implemented, and evaluated?","Access verification, Authorization, Data access, System functions, Processes, Procedures, Technical measures, Control definition, Control implementation, Control evaluation"
IPY-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for communications between application services (e.g., APIs)?","API communications, Application services, Communications policies, Communications procedures, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
IPY-01.2,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for information processing interoperability?","Policy documentation, Procedure documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance, Information processing, Interoperability"
IPY-01.3,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for application development portability?","Policies and procedures, Documentation, Policy approval, Policy communication, Policy application, Policy evaluation, Policy maintenance, Application development, Portability"
IPY-01.4,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for information/data exchange, usage, portability, integrity, and persistence?","Policies and procedures, Documentation, Approval process, Communication, Policy application, Policy evaluation, Policy maintenance, Data exchange, Data usage, Data portability, Data integrity, Data persistence"
IPY-01.5,Are interoperability and portability policies and procedures reviewed and updated at least annually?,"Interoperability policies, Portability policies, Policy review, Procedure review, Annual review, Policy updates, Procedure updates"
IPY-02.1,Are CSCs able to programmatically retrieve their data via an application interface(s) to enable interoperability and portability?,"Programmatic access, Data retrieval, Application interfaces, Interoperability, Data portability, Customer data"
IPY-03.1,"Are cryptographically secure and standardized network protocols implemented for the management, import, and export of data?","Cryptographically secure protocols, Standardized network protocols, Data management, Data import, Data export"
IPY-04.1,"Do agreements include provisions specifying CSC data access upon contract termination, and have the following? a. Data format b. Duration data will be stored c. Scope of the data retained and made available to the CSCs d. Data deletion policy","Contract termination, Data access provisions, Data format, Data retention duration, Data retention scope, Data deletion policy, Agreements"
IVS-01.1,"Are infrastructure and virtualization security policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?","Infrastructure security policies, Virtualization security policies, Security procedures, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
IVS-01.2,Are infrastructure and virtualization security policies and procedures reviewed and updated at least annually?,"Infrastructure security policies, Virtualization security policies, Policy review, Procedure review, Annual update"
IVS-02.1,"Is resource availability, quality, and capacity planned and monitored in a way that delivers required system performance, as determined by the business?","Resource availability, Resource quality, Resource capacity, Capacity planning, Performance monitoring, System performance, Business requirements"
IVS-03.1,Are communications between environments monitored?,"Inter-environment communications, Communications monitoring, Environment segregation"
IVS-03.2,Are communications between environments encrypted?,"Inter-environment communications, Communication encryption, Encrypted channels"
IVS-03.3,"Are communications between environments restricted to only authenticated and authorized connections, as justified by the business?","Environment communications, Authenticated connections, Authorized connections, Access restrictions, Business justification"
IVS-03.4,Are network configurations reviewed at least annually?,"network configurations, annual review, configuration review frequency"
IVS-03.5,"Are network configurations supported by the documented justification of all allowed services, protocols, ports, and compensating controls?","Network configurations, Documented justification, Allowed services, Allowed protocols, Allowed ports, Compensating controls"
IVS-04.1,"Is every host and guest OS, hypervisor, or infrastructure control plane hardened (according to their respective best practices) and supported by technical controls as part of a security baseline?","Host OS, Guest OS, Hypervisor, Control plane, System hardening, Best practices, Technical controls, Security baseline"
IVS-05.1,Are production and non- production environments separated?,"Production environment, Non-production environment, Environment separation"
IVS-06.1,"Are applications and infrastructures designed, developed, deployed, and configured such that CSP and CSC (tenant) user access and intra-tenant access is appropriately segmented, segregated, monitored, and restricted from other tenants?","Application design, Infrastructure design, Development process, Deployment configuration, User access control, Intra-tenant access, Tenant segregation, Access segmentation, Access monitoring, Access restriction, CSP access, CSC access"
IVS-07.1,"Are secure and encrypted communication channels including only up-to-date and approved protocols used when migrating servers, services, applications, or data to cloud environments?","Encrypted channels, Secure communication, Approved protocols, Up-to-date protocols, Cloud migration, Server migration, Service migration, Application migration, Data migration"
IVS-08.1,Are high-risk environments identified and documented?,"High-risk environments, Environment identification, Documentation"
IVS-09.1,"Are processes, procedures, and defense- in-depth techniques defined, implemented, and evaluated for protection, detection, and timely response to network-based attacks?","Processes, Procedures, Defense in depth, Protection, Detection, Timely response, Network-based attacks, Implementation, Evaluation"
LOG-01.1,"Are logging and monitoring policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?","Logging policies, Monitoring policies, Procedures documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
LOG-01.2,Are policies and procedures reviewed and updated at least annually?,"Policy review, Procedure review, Annual update, Policy update, Procedure update"
LOG-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure audit log security and retention?","processes, procedures, technical measures, audit log security, log retention, implementation, evaluation"
LOG-03.1,Are security-related events identified and monitored within applications and the underlying infrastructure?,"Security events, Event identification, Event monitoring, Application logging, Infrastructure monitoring"
LOG-03.2,Is a system defined and implemented to generate alerts to responsible stakeholders based on security events and their corresponding metrics?,"Alert generation, Responsible stakeholders, Security events, Event metrics, Alerting system, System implementation"
LOG-04.1,"Is access to audit logs restricted to authorized personnel, and are records maintained to provide unique access accountability?","Audit logs access, Access restriction, Authorized personnel, Access accountability, Unique accountability, Record maintenance"
LOG-05.1,Are security audit logs monitored to detect activity outside of typical or expected patterns?,"Security audit logs, Log monitoring, Anomaly detection, Activity patterns"
LOG-05.2,Is a process established and followed to review and take appropriate and timely actions on detected anomalies?,"Anomaly detection, Review process, Timely response, Corrective actions, Process compliance"
LOG-06.1,Is a reliable time source being used across all relevant information processing systems?,"Reliable time source, Time synchronization, Information processing systems"
LOG-07.1,"Are logging requirements for information meta/data system events established, documented, and implemented?","Logging requirements, Metadata logging, System event logging, Documentation, Implementation"
LOG-07.2,"Is the scope reviewed and updated at least annually, or whenever there is a change in the threat environment?","scope review, annual update, threat environment change"
LOG-08.1,"Are audit records generated, and do they contain relevant security information?","Audit records, Audit logging, Security information"
LOG-09.1,"Does the information system protect audit records from unauthorized access, modification, and deletion?","audit records, unauthorized access, modification protection, deletion protection, information system"
LOG-10.1,"Are monitoring and internal reporting capabilities established to report on cryptographic operations, encryption, and key management policies, processes, procedures, and controls?","Monitoring, Internal reporting, Cryptographic operations, Encryption, Key management policies, Key management processes, Key management procedures, Key management controls"
LOG-11.1,Are key lifecycle management events logged and monitored to enable auditing and reporting on cryptographic keys' usage?,"Lifecycle management events, Event logging, Event monitoring, Audit reporting, Cryptographic keys, Key usage"
LOG-12.1,Is physical access logged and monitored using an auditable access control system?,"Physical access logging, Physical access monitoring, Auditable access control, Access control system"
LOG-13.1,"Are processes and technical measures for reporting monitoring system anomalies and failures defined, implemented, and evaluated?","Anomaly reporting, Failure reporting, Monitoring systems, Reporting processes, Technical measures, Process implementation, Process evaluation"
LOG-13.2,Are accountable parties immediately notified about anomalies and failures?,"Accountable parties, Immediate notification, Anomaly detection, Failure alerts"
SEF-01.1,"Are policies and procedures for security incident management, e- discovery, and cloud forensics established, documented, approved, communicated, applied, evaluated, and maintained?","Security incident management, E-discovery, Cloud forensics, Policies and procedures, Documentation, Approval, Communication, Implementation, Evaluation, Maintenance"
SEF-01.2,Are policies and procedures reviewed and updated annually?,"Policy review, Procedure review, Annual update, Policy update, Procedure update"
SEF-02.1,"Are policies and procedures for timely management of security incidents established, documented, approved, communicated, applied, evaluated, and maintained?","Security incident management, Policies and procedures, Documentation, Approval, Communication, Implementation, Evaluation, Maintenance, Timeliness"
SEF-02.2,Are policies and procedures for timely management of security incidents reviewed and updated at least annually?,"Security incident management, Policies and procedures, Annual review, Policy updates, Timely management"
SEF-03.1,"Is a security incident response plan that includes relevant internal departments, impacted CSCs, and other business- critical relationships (such as supply-chain established, documented, approved, communicated, applied, evaluated, and maintained?","Incident response plan, Internal departments, Impacted CSCs, Business-critical relationships, Supply chain, Documentation, Approval, Communication, Plan implementation, Plan evaluation, Plan maintenance"
SEF-04.1,"Is the security incident response plan tested and updated for effectiveness, as necessary, at planned intervals or upon significant organizational or environmental changes?","Incident response plan, Plan testing, Plan updates, Effectiveness review, Planned intervals, Organizational changes, Environmental changes"
SEF-05.1,Are information security incident metrics established and monitored?,"Incident metrics, Security incident monitoring, Metrics establishment"
SEF-06.1,"Are processes, procedures, and technical measures supporting business processes to triage security-related events defined, implemented, and evaluated?","Business processes, Event triage, Security events, Processes, Procedures, Technical measures, Implementation, Evaluation, Definition"
SEF-07.1,"Are processes, procedures, and technical measures for security breach notifications defined and implemented?","Security breach notifications, Processes, Procedures, Technical measures, Definition, Implementation"
SEF-07.2,"Are security breaches and assumed security breaches reported (including any relevant supply chain breaches) as per applicable SLAs, laws, and regulations?","Security breach reporting, Assumed breach reporting, Supply chain breaches, Service level agreements, Legal requirements, Regulatory requirements"
SEF-08.1,"Are points of contact maintained for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities?","points of contact, regulatory authorities, law enforcement, legal authorities, jurisdictional authorities, contact maintenance"
STA-01.1,"Are policies and procedures implementing the shared security responsibility model (SSRM) within the organization established, documented, approved, communicated, applied, evaluated, and maintained?","Policies and procedures, Shared security responsibility model, Security responsibility model, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
STA-01.2,Are the policies and procedures that apply the SSRM reviewed and updated annually?,"Annual review, Policy update, Procedure update, SSRM policies, SSRM procedures"
STA-02.1,"Is the SSRM applied, documented, implemented, and managed throughout the supply chain for the cloud service offering?","SSRM, Supply chain, Cloud service offering, Documentation, Implementation, Management, Lifecycle application"
STA-03.1,Is the CSC given SSRM guidance detailing information about SSRM applicability throughout the supply chain?,"CSCRM guidance, SSRM guidance, SSRM applicability, Supply chain"
STA-04.1,Is the shared ownership and applicability of all CSA CCM controls delineated according to the SSRM for the cloud service offering?,"shared ownership, control applicability, CSA CCM controls, SSRM, cloud service offering"
STA-05.1,Is SSRM documentation for all cloud services the organization uses reviewed and validated?,"SSRM documentation, Cloud services, Documentation review, Documentation validation"
STA-06.1,"Are the portions of the SSRM the organization is responsible for implemented, operated, audited, or assessed?","SSRM portions, Organizational responsibility, Implementation status, Operational status, Audit status, Assessment status"
STA-07.1,Is an inventory of all supply chain relationships developed and maintained?,"Supply chain inventory, Supply chain relationships, Inventory maintenance"
STA-08.1,Are risk factors associated with all organizations within the supply chain periodically reviewed by CSPs?,"Supply chain, Risk factors, Periodic review, Cloud service providers"
STA-09.1,"Do service agreements between CSPs and CSCs (tenants) incorporate at least the following mutually agreed upon provisions and/or terms? • Scope, characteristics, and location of business relationship and services offered • Information security requirements (including SSRM) • Change management process • Logging and monitoring capability • Incident management and communication procedures • Right to audit and third- party assessment • Service termination • Interoperability and portability requirements • Data privacy","Service agreements, Cloud service provider, Cloud service customer, Scope of services, Service location, Information security requirements, SSRM, Change management, Logging and monitoring, Incident management, Communication procedures, Right to audit, Third-party assessment, Service termination, Interoperability, Portability requirements, Data privacy"
STA-10.1,Are supply chain agreements between CSPs and CSCs reviewed at least annually?,"Annual review, Supply chain agreements, CSPs, CSCs, Agreement review"
STA-11.1,"Is there a process for conducting internal assessments at least annually to confirm the conformance and effectiveness of standards, policies, procedures, and SLA activities?","Internal assessments, Annual frequency, Assessment process, Conformance confirmation, Effectiveness confirmation, Standards, Policies, Procedures, SLA activities"
STA-12.1,"Are policies that require all supply chain CSPs to comply with information security, confidentiality, access control, privacy, audit, personnel policy, and service level requirements and standards implemented?","Supply chain CSPs, Compliance policies, Information security, Confidentiality, Access control, Privacy, Audit requirements, Personnel policy, Service level requirements, Requirements standards"
STA-13.1,Are supply chain partner IT governance policies and procedures reviewed periodically?,"Supply chain partners, IT governance policies, Policies and procedures, Periodic review"
STA-14.1,Is a process to conduct periodic security assessments for all supply chain organizations defined and implemented?,"Periodic security assessments, Security assessment process, Supply chain organizations"
TVM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained to identify, report, and prioritize the remediation of vulnerabilities to protect systems against vulnerability exploitation?","Policies and procedures, Documentation, Approval, Communication, Vulnerability identification, Vulnerability reporting, Remediation prioritization, Vulnerability remediation, System protection, Vulnerability exploitation, Policy evaluation, Policy maintenance"
TVM-01.2,Are threat and vulnerability management policies and procedures reviewed and updated at least annually?,"Threat management, Vulnerability management, Policies and procedures review, Annual review cycle, Policy updates"
TVM-02.1,"Are policies and procedures to protect against malware on managed assets established, documented, approved, communicated, applied, evaluated, and maintained?","Malware protection, Managed assets, Policies and procedures, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
TVM-02.2,Are asset management and malware protection policies and procedures reviewed and updated at least annually?,"Asset management, Malware protection, Policies and procedures, Annual review, Policy updates"
TVM-03.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable scheduled and emergency responses to vulnerability identifications (based on the identified risk)?","Vulnerability response, Response processes, Response procedures, Technical measures, Scheduled response, Emergency response, Vulnerability identification, Risk-based response, Process evaluation"
TVM-04.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to update detection tools, threat signatures, and compromise indicators weekly (or more frequent) basis?","Process definition, Procedure implementation, Technical measures, Control evaluation, Detection tools updates, Threat signature updates, Compromise indicators, Weekly updates"
TVM-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to identify updates for applications that use third-party or open-source libraries (according to the organization's vulnerability management policy)?","Process definition, Procedures, Technical measures, Implementation, Evaluation, Application updates, Third-party libraries, Open-source libraries, Vulnerability management policy"
TVM-06.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for periodic, independent, third-party penetration testing?","Process definition, Procedure implementation, Technical measures, Periodic testing, Independent testing, Third-party testing, Penetration testing, Evaluation process"
TVM-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for vulnerability detection on organizationally managed assets at least monthly?","Vulnerability detection, Organizational assets, Processes and procedures, Technical measures, Control implementation, Control evaluation, Monthly frequency"
TVM-08.1,Is vulnerability remediation prioritized using a risk- based model from an industry-recognized framework?,"Vulnerability remediation, Remediation prioritization, Risk-based model, Industry framework"
TVM-09.1,Is a process defined and implemented to track and report vulnerability identification and remediation activities that include stakeholder notification?,"Vulnerability tracking, Remediation reporting, Process definition, Process implementation, Stakeholder notification, Vulnerability identification, Remediation activities"
TVM-10.1,"Are metrics for vulnerability identification and remediation established, monitored, and reported at defined intervals?","Vulnerability metrics, Vulnerability identification, Remediation metrics, Metric monitoring, Interval reporting"
UEM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for all endpoints?","Policies and procedures, Endpoint management, Policy documentation, Policy approval, Policy communication, Policy implementation, Policy evaluation, Policy maintenance"
UEM-01.2,Are universal endpoint management policies and procedures reviewed and updated at least annually?,"Universal endpoint management, Policies and procedures, Annual review, Policy update"
UEM-02.1,"Is there a defined, documented, applicable and evaluated list containing approved services, applications, and the sources of applications (stores) acceptable for use by endpoints when accessing or storing organization-managed data?","Documented list, Approved services, Approved applications, Application sources, Application stores, Endpoint use, Organization-managed data, Accessing data, Storing data, Evaluation process"
UEM-03.1,Is a process defined and implemented to validate endpoint device compatibility with operating systems and applications?,"Defined process, Process implementation, Endpoint devices, Device compatibility, Operating systems, Applications, Compatibility validation"
UEM-04.1,Is an inventory of all endpoints used and maintained to store and access company data?,"Endpoint inventory, Inventory maintenance, Company data access, Data storage endpoints"
UEM-05.1,"Are processes, procedures, and technical measures defined, implemented and evaluated, to enforce policies and controls for all endpoints permitted to access systems and/or store, transmit, or process organizational data?","Process definition, Procedure implementation, Technical measures, Policy enforcement, Control enforcement, Endpoint access, Endpoint controls, Endpoint evaluation, Data storage, Data transmission, Data processing, Organizational data"
UEM-06.1,Are all relevant interactive- use endpoints configured to require an automatic lock screen?,"interactive endpoints, endpoint configuration, automatic lock screen, screen lock requirement"
UEM-07.1,"Are changes to endpoint operating systems, patch levels, and/or applications managed through the organizational change management process?","Endpoint operating systems, Patch levels, Applications, Change management process, Change control"
UEM-08.1,Is information protected from unauthorized disclosure on managed endpoints with storage encryption?,"Unauthorized disclosure, Managed endpoints, Storage encryption, Information protection"
UEM-09.1,Are anti-malware detection and prevention technology services configured on managed endpoints?,"Anti-malware services, Detection prevention, Managed endpoints, Endpoint configuration"
UEM-10.1,Are software firewalls configured on managed endpoints?,"Software firewalls, Firewall configuration, Managed endpoints"
UEM-11.1,Are managed endpoints configured with data loss prevention (DLP) technologies and rules per a risk assessment?,"Managed endpoints, Data loss prevention, DLP rules, Risk assessment, Endpoint configuration"
UEM-12.1,Are remote geolocation capabilities enabled for all managed mobile endpoints?,"Remote geolocation, Managed mobile endpoints"
UEM-13.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable remote company data deletion on managed endpoint devices?","Process definition, Procedure implementation, Technical measures, Control evaluation, Remote data deletion, Company data, Managed endpoints, Endpoint devices"
UEM-14.1,"Are processes, procedures, and technical and/or contractual measures defined, implemented, and evaluated to maintain proper security of third- party endpoints with access to organizational assets?","Process definition, Procedures, Technical measures, Contractual measures, Security evaluation, Third-party endpoints, Endpoint access, Organizational assets"
