id,text,labels
IAM-12.1,"Are processes, procedures, and technical measures to ensure the logging infrastructure is ""read-only"" for all with write access (including privileged access roles) defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IAM-12.2,"Is the ability to disable the ""read-only"" configuration of logging infrastructure controlled through a procedure that ensures the segregation of duties and break glass procedures?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IAM-13.1,"Are processes, procedures, and technical measures that ensure users are identifiable through unique identification (or can associate individuals with user identification usage) defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IAM-14.1,"Are processes, procedures, and technical measures for authenticating access to systems, application, and data assets including multifactor authentication for a least-privileged user and sensitive data access defined, implemented, and evaluated?","access control, authentication, authorization, least privilege, security procedures, control evaluation"
IAM-14.2,Are digital certificates or alternatives that achieve an equivalent security level for system identities adopted?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IAM-15.1,"Are processes, procedures, and technical measures for the secure management of passwords defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IAM-16.1,"Are processes, procedures, and technical measures to verify access to data and system functions authorized, defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting, access control, authentication, authorization, least privilege, security procedures, control evaluation"
IPY-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for communications between application services (e.g., APIs)?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-01.2,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for information processing interoperability?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-01.3,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for application development portability?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-01.4,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for information/data exchange, usage, portability, integrity, and persistence?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-01.5,Are interoperability and portability policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-02.1,Are CSCs able to programmatically retrieve their data via an application interface(s) to enable interoperability and portability?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-03.1,"Are cryptographically secure and standardized network protocols implemented for the management, import, and export of data?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IPY-04.1,"Do agreements include provisions specifying CSC data access upon contract termination, and have the following? a. Data format b. Duration data will be stored c. Scope of the data retained and made available to the CSCs d. Data deletion policy","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-01.1,"Are infrastructure and virtualization security policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?","security policies, procedures, policy review, infrastructure security, virtualization security"
IVS-01.2,Are infrastructure and virtualization security policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting, security policies, procedures, policy review, infrastructure security, virtualization security"
IVS-02.1,"Is resource availability, quality, and capacity planned and monitored in a way that delivers required system performance, as determined by the business?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-03.1,Are communications between environments monitored?,"inter-environment communications, communications monitoring, encryption"
IVS-03.2,Are communications between environments encrypted?,"inter-environment communications, communications monitoring, encryption"
IVS-03.3,"Are communications between environments restricted to only authenticated and authorized connections, as justified by the business?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-03.4,Are network configurations reviewed at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-03.5,"Are network configurations supported by the documented justification of all allowed services, protocols, ports, and compensating controls?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-04.1,"Is every host and guest OS, hypervisor, or infrastructure control plane hardened (according to their respective best practices) and supported by technical controls as part of a security baseline?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-05.1,Are production and non- production environments separated?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-06.1,"Are applications and infrastructures designed, developed, deployed, and configured such that CSP and CSC (tenant) user access and intra-tenant access is appropriately segmented, segregated, monitored, and restricted from other tenants?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-07.1,"Are secure and encrypted communication channels including only up-to-date and approved protocols used when migrating servers, services, applications, or data to cloud environments?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-08.1,Are high-risk environments identified and documented?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
IVS-09.1,"Are processes, procedures, and defense- in-depth techniques defined, implemented, and evaluated for protection, detection, and timely response to network-based attacks?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-01.1,"Are logging and monitoring policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-01.2,Are policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure audit log security and retention?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-03.1,Are security-related events identified and monitored within applications and the underlying infrastructure?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-03.2,Is a system defined and implemented to generate alerts to responsible stakeholders based on security events and their corresponding metrics?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-04.1,"Is access to audit logs restricted to authorized personnel, and are records maintained to provide unique access accountability?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-05.1,Are security audit logs monitored to detect activity outside of typical or expected patterns?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-05.2,Is a process established and followed to review and take appropriate and timely actions on detected anomalies?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-06.1,Is a reliable time source being used across all relevant information processing systems?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-07.1,"Are logging requirements for information meta/data system events established, documented, and implemented?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-07.2,"Is the scope reviewed and updated at least annually, or whenever there is a change in the threat environment?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-08.1,"Are audit records generated, and do they contain relevant security information?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-09.1,"Does the information system protect audit records from unauthorized access, modification, and deletion?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-10.1,"Are monitoring and internal reporting capabilities established to report on cryptographic operations, encryption, and key management policies, processes, procedures, and controls?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-11.1,Are key lifecycle management events logged and monitored to enable auditing and reporting on cryptographic keys' usage?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-12.1,Is physical access logged and monitored using an auditable access control system?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-13.1,"Are processes and technical measures for reporting monitoring system anomalies and failures defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
LOG-13.2,Are accountable parties immediately notified about anomalies and failures?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-01.1,"Are policies and procedures for security incident management, e- discovery, and cloud forensics established, documented, approved, communicated, applied, evaluated, and maintained?","incident management, policies and procedures"
SEF-01.2,Are policies and procedures reviewed and updated annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-02.1,"Are policies and procedures for timely management of security incidents established, documented, approved, communicated, applied, evaluated, and maintained?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting, incident management"
SEF-02.2,Are policies and procedures for timely management of security incidents reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-03.1,"Is a security incident response plan that includes relevant internal departments, impacted CSCs, and other business- critical relationships (such as supply-chain established, documented, approved, communicated, applied, evaluated, and maintained?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-04.1,"Is the security incident response plan tested and updated for effectiveness, as necessary, at planned intervals or upon significant organizational or environmental changes?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-05.1,Are information security incident metrics established and monitored?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-06.1,"Are processes, procedures, and technical measures supporting business processes to triage security-related events defined, implemented, and evaluated?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-07.1,"Are processes, procedures, and technical measures for security breach notifications defined and implemented?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-07.2,"Are security breaches and assumed security breaches reported (including any relevant supply chain breaches) as per applicable SLAs, laws, and regulations?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
SEF-08.1,"Are points of contact maintained for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-01.1,"Are policies and procedures implementing the shared security responsibility model (SSRM) within the organization established, documented, approved, communicated, applied, evaluated, and maintained?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-01.2,Are the policies and procedures that apply the SSRM reviewed and updated annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-02.1,"Is the SSRM applied, documented, implemented, and managed throughout the supply chain for the cloud service offering?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-03.1,Is the CSC given SSRM guidance detailing information about SSRM applicability throughout the supply chain?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-04.1,Is the shared ownership and applicability of all CSA CCM controls delineated according to the SSRM for the cloud service offering?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-05.1,Is SSRM documentation for all cloud services the organization uses reviewed and validated?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-06.1,"Are the portions of the SSRM the organization is responsible for implemented, operated, audited, or assessed?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-07.1,Is an inventory of all supply chain relationships developed and maintained?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-08.1,Are risk factors associated with all organizations within the supply chain periodically reviewed by CSPs?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-09.1,"Do service agreements between CSPs and CSCs (tenants) incorporate at least the following mutually agreed upon provisions and/or terms? • Scope, characteristics, and location of business relationship and services offered • Information security requirements (including SSRM) • Change management process • Logging and monitoring capability • Incident management and communication procedures • Right to audit and third- party assessment • Service termination • Interoperability and portability requirements • Data privacy","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-10.1,Are supply chain agreements between CSPs and CSCs reviewed at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-11.1,"Is there a process for conducting internal assessments at least annually to confirm the conformance and effectiveness of standards, policies, procedures, and SLA activities?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-12.1,"Are policies that require all supply chain CSPs to comply with information security, confidentiality, access control, privacy, audit, personnel policy, and service level requirements and standards implemented?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-13.1,Are supply chain partner IT governance policies and procedures reviewed periodically?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
STA-14.1,Is a process to conduct periodic security assessments for all supply chain organizations defined and implemented?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained to identify, report, and prioritize the remediation of vulnerabilities to protect systems against vulnerability exploitation?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-01.2,Are threat and vulnerability management policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-02.1,"Are policies and procedures to protect against malware on managed assets established, documented, approved, communicated, applied, evaluated, and maintained?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-02.2,Are asset management and malware protection policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-03.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable scheduled and emergency responses to vulnerability identifications (based on the identified risk)?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-04.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to update detection tools, threat signatures, and compromise indicators weekly (or more frequent) basis?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to identify updates for applications that use third-party or open-source libraries (according to the organization's vulnerability management policy)?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-06.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for periodic, independent, third-party penetration testing?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for vulnerability detection on organizationally managed assets at least monthly?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-08.1,Is vulnerability remediation prioritized using a risk- based model from an industry-recognized framework?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
TVM-09.1,Is a process defined and implemented to track and report vulnerability identification and remediation activities that include stakeholder notification?,"vulnerability management, metrics reporting, process definition"
TVM-10.1,"Are metrics for vulnerability identification and remediation established, monitored, and reported at defined intervals?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting, vulnerability management, metrics reporting, process definition"
UEM-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for all endpoints?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-01.2,Are universal endpoint management policies and procedures reviewed and updated at least annually?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-02.1,"Is there a defined, documented, applicable and evaluated list containing approved services, applications, and the sources of applications (stores) acceptable for use by endpoints when accessing or storing organization-managed data?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-03.1,Is a process defined and implemented to validate endpoint device compatibility with operating systems and applications?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-04.1,Is an inventory of all endpoints used and maintained to store and access company data?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-05.1,"Are processes, procedures, and technical measures defined, implemented and evaluated, to enforce policies and controls for all endpoints permitted to access systems and/or store, transmit, or process organizational data?","endpoint security controls, processes and procedures, control implementation, control evaluation, third-party access security, endpoint security, security controls, policy enforcement"
UEM-06.1,Are all relevant interactive- use endpoints configured to require an automatic lock screen?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-07.1,"Are changes to endpoint operating systems, patch levels, and/or applications managed through the organizational change management process?","policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting"
UEM-08.1,Is information protected from unauthorized disclosure on managed endpoints with storage encryption?,"managed endpoints, security controls, configuration management"
UEM-09.1,Are anti-malware detection and prevention technology services configured on managed endpoints?,"managed endpoints, security controls, endpoint configuration, configuration management"
UEM-10.1,Are software firewalls configured on managed endpoints?,"policies and procedures, periodic review, risk management, compliance requirements, documentation, monitoring and reporting, managed endpoints, security controls, configuration management"
UEM-11.1,Are managed endpoints configured with data loss prevention (DLP) technologies and rules per a risk assessment?,"managed endpoints, security controls, endpoint configuration, configuration management"
UEM-12.1,Are remote geolocation capabilities enabled for all managed mobile endpoints?,"managed endpoints, security controls, configuration management"
UEM-13.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to enable remote company data deletion on managed endpoint devices?","endpoint security, processes and procedures, security controls, policy enforcement, control evaluation"
UEM-14.1,"Are processes, procedures, and technical and/or contractual measures defined, implemented, and evaluated to maintain proper security of third- party endpoints with access to organizational assets?","endpoint security controls, processes and procedures, control implementation, control evaluation, third-party access security, endpoint security, security controls, policy enforcement"
